Point,Northing,Easting,HAE,Code
4,5466857.215,364363.8659,307.6444,P
5,5466856.976,364362.3828,307.4103,P
6,5466856.939,364361.7228,307.2704,P
7,5466856.879,364360.2338,307.3001,P
8,5466856.676,364359.1649,307.1675,P
9,5466856.631,364357.2704,306.9197,P
10,5466856.751,364355.8659,306.6709,P
11,5466856.66,364354.8914,306.5915,P
12,5466856.521,364353.749,306.4318,P
13,5466856.449,364352.5777,306.2352,P
14,5466856.371,364351.7791,306.0331,P
15,5466856.205,364351.1291,305.8744,P
16,5466855.976,364349.7948,305.6972,P
17,5466855.848,364349.0073,305.5366,P
18,5466854.676,364345.4736,305.0388,P
19,5466854.755,364344.2975,305.0914,P
20,5466854.57,364342.9851,305.0446,P
21,5466854.402,364341.8018,304.7682,P
24,5466853.195,364335.6336,303.8071,P
25,5466853.223,364331.5547,303.2087,M
28,5466853.446,364327.3874,303.1589,P
29,5466853.023,364326.3846,302.9858,P
30,5466852.671,364324.1303,302.7452,P
31,5466852.602,364323.1145,302.5055,P
32,5466852.524,364322.2265,302.3148,P
33,5466852.577,364321.1646,302.0468,P
34,5466852.616,364320.2282,301.6811,P
35,5466852.731,364319.1598,301.3267,P
36,5466852.722,364318.1736,301.1376,P
37,5466852.633,364317.3616,300.9923,P
38,5466852.52,364316.5737,300.8861,P
39,5466852.553,364315.6848,300.5337,P
40,5466852.633,364313.8725,300.2599,P
41,5466852.802,364312.5513,300.1244,P
44,5466852.047,364308.7263,298.8807,P
45,5466851.479,364307.4046,298.295,P
46,5466850.698,364306.143,297.7079,P
47,5466850.157,364304.9517,297.3556,P
48,5466849.498,364303.2278,296.8538,P
49,5466849.312,364301.7454,296.3786,P
50,5466849.005,364300.5105,296.0179,P
51,5466849.038,364299.7329,295.7243,P
52,5466848.515,364297.5326,295.1494,P
55,5466847.549,364293.9142,294.3164,P
56,5466847.076,364292.7742,294.0891,P
57,5466846.71,364291.8318,293.8976,P
58,5466846.42,364290.8683,293.6608,P
59,5466846.05,364289.5488,293.3486,P
60,5466845.749,364288.3063,292.8859,P
61,5466845.444,364286.6974,292.4991,P
62,5466845.335,364284.5527,291.7353,P
63,5466845.113,364283.6022,291.1569,P
64,5466844.659,364282.6522,290.8824,P
